Redirect URL,Full URL,Page Type / AEM Template,Migration Type,Taxonomy: Pillar,Taxonomy: Need states,Taxonomy: Product families,Taxonomy: Product capabilities,Taxonomy: Platforms,Taxonomy: Services and advisory,Taxonomy: Insight and thought leader content type,Taxonomy: Topic,Taxonomy: Theme,Taxonomy: Series,Taxonomy: Time horizon,Taxonomy: Market conditions,Taxonomy: Regulatory and operating context,Taxonomy: Vehicle type/segment,Taxonomy: Industry/Sector,Taxonomy: Audience role,Taxonomy: Workflow stage,Taxonomy: Content formats,Taxonomy: Asset attributes,Taxonomy: Campaign type,Taxonomy: Brand/ data source,Taxonomy: Market - sales region,Taxonomy: Market - region,Taxonomy: Market - Country
Plan the market
Plan the vehicle
Target business opportunities","Forecasting and planning
Services and advisory","Market and sales forecasting
Market trend and performance analysis
Production forecasting
Scenario planning",,Strategic advisory,,,,,,,,,,,,,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/experts/ewa-root,https://www.spglobal.com/en/research-insights/experts/root-ewa,Experts,Automatic,Planning solutions,"Plan the market
Plan the vehicle",Forecasting and planning,Market and sales forecasting,,Custom reporting,,,,,,,,,,,,,,,,West Europe,Europe,United Kingdom
https://www.mobilityglobal.com/en-us/automotive-insights/experts/oracha-sakunbunma,https://www.spglobal.com/en/research-insights/experts/sakunbunma-oracha,Experts,Automatic,Planning solutions,"Plan the market
Plan the vehicle",Forecasting and planning,Market and sales forecasting,,Custom reporting,,,,,,,,,,,,,,,,ASEAN,South Asia,Thailand
https://www.mobilityglobal.com/en-us/automotive-insights/experts/miki-sasaki,https://www.spglobal.com/en/research-insights/experts/sasaki-miki,Experts,Automatic,Planning solutions,"Plan the market
Plan the vehicle",Forecasting and planning,Powertrain and propulsion forecasting,,Custom reporting,,,,,,,,,,,,,,,,ASEAN,Japan/Korea,South Korea
https://www.mobilityglobal.com/en-us/automotive-insights/experts/michael-southcott,https://www.spglobal.com/en/research-insights/experts/southcottmichael,Experts,Automatic,Planning solutions,"Manage the supply chain
Plan the vehicle","Forecasting and planning
Technology and electrification intelligence","Market trend and performance analysis
Supplier and component analysis",,Custom reporting,,,,,,,,,,,,,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/experts/manuel-tagliavini,https://www.spglobal.com/en/research-insights/experts/tagliavini-manuel,Experts,Automatic,Planning solutions,"Manage the supply chain
Plan the vehicle","Benchmarking and market performance
Forecasting and planning
Technology and electrification intelligence","Autonomous and connected vehicle analysis
Component forecasts
Supplier and component analysis",,Custom reporting,,,,,,,,,,,,,,,,West Europe,Europe,Italy
https://www.mobilityglobal.com/en-us/automotive-insights/experts/mengyin-tao,https://www.spglobal.com/en/research-insights/experts/tao-mengyin,Experts,Automatic,Planning solutions,"Manage the supply chain
Plan the vehicle","Forecasting and planning
Technology and electrification intelligence","Component forecasts
Feature and component benchmarking
Supplier and component analysis
Technology and feature forecasting",,Custom reporting,,,,,,,,,,,,,,,,Greater China,Greater China,Mainland China
https://www.mobilityglobal.com/en-us/automotive-insights/experts/jessada-thongpak,https://www.spglobal.com/en/research-insights/experts/thongpak-jessada,Experts,Automatic,Planning solutions,Plan the vehicle,Forecasting and planning,Production forecasting,,Custom reporting,,,,,,,,,,,,,,,,ASEAN,South Asia,Thailand
https://www.mobilityglobal.com/en-us/automotive-insights/experts/matt-trommer,https://www.spglobal.com/en/research-insights/experts/trommer-matt,Experts,Automatic,Sales solutions,"Assess and react to the market
Plan the market",Benchmarking and market performance,"Inventory metrics and trends
Market trend and performance analysis
Track days supply",,Custom reporting,,,,,,,,,,,,,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/experts/tim-urquhart,https://www.spglobal.com/en/research-insights/experts/urquhart-tim,Experts,Automatic,Planning solutions,Assess and react to the market,"Benchmarking and market performance
Forecasting and planning",Market trend and performance analysis,,Custom reporting,,,,,,,,,,,,,,,,West Europe,Europe,United Kingdom
https://www.mobilityglobal.com/en-us/automotive-insights/experts/gaurav-vangaal,https://www.spglobal.com/en/research-insights/experts/vangaal-gaurav,Experts,Automatic,Planning solutions,"Manage the supply chain
Plan the vehicle","Benchmarking and market performance
Forecasting and planning","Market trend and performance analysis
Production forecasting",,Custom reporting,,,,,,,,,,,,,,,,Indian Subcontinent,South Asia,India
https://www.mobilityglobal.com/en-us/automotive-insights/experts/claudio-vittori,https://www.spglobal.com/en/research-insights/experts/vittori-claudio,Experts,Automatic,Planning solutions,"Manage the supply chain
Plan the vehicle
Target business opportunities","Forecasting and planning
Technology and electrification intelligence","Component forecasts
EV and electrification forecasting
Feature and component benchmarking
Supplier and component analysis",,"Custom reporting
Strategic advisory",,,,,,,,,,,,,,,,West Europe,Europe,Italy
https://www.mobilityglobal.com/en-us/automotive-insights/experts/mike-wall,https://www.spglobal.com/en/research-insights/experts/wall-mike,Experts,Automatic,Planning solutions,"Manage the supply chain
Plan the market
Plan the vehicle
Target business opportunities","Benchmarking and market performance
Forecasting and planning
Services and advisory","Market and sales forecasting
Market trend and performance analysis
Production forecasting
Scenario planning
supp",,"Custom reporting
Strategic advisory",,,,,,,,,,,,,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/experts/brock-walquist,https://www.spglobal.com/en/research-insights/experts/walquist-brock,Experts,Automatic,Planning solutions,"Manage the supply chain
Plan the vehicle
Target business opportunities","Forecasting and planning
Technology and electrification intelligence","Autonomous and connected vehicle analysis
Component forecasts
Technology and feature forecasting",,"Custom reporting
Strategic advisory",,,,,,,,,,,,,,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/automotive-insights/experts/joyce-wang,https://www.spglobal.com/en/research-insights/experts/wang-joyce,Experts,Automatic,Planning solutions,"Plan the market
Target business opportunities",Vehicle lifecycle and aftermarket intelligence,"Aftermarket performance analysis
Technology and feature forecasting",,"Custom reporting
Strategic advisory",,,,,,,,,,,,,,,,Greater China,Greater China,Mainland China
https://www.mobilityglobal.com/en-us/automotive-insights/experts/jie-yang,https://www.spglobal.com/en/research-insights/experts/yang-jie,Experts,Automatic,Planning solutions,"Manage the supply chain
Plan the vehicle","Forecasting and planning
Technology and electrification intelligence","Feature and component benchmarking
Market trend and performance analysis
Powertrain and propulsion forecasting
Supplier and component analysis",,"Custom reporting
Strategic advisory",,,,,,,,,,,,,,,,Greater China,Greater China,Mainland China
https://www.mobilityglobal.com/en-us/privacy/polk-statement,https://www.spglobal.com/mobility/en/Info/polk-privacy/statement.html,Legal page,Automatic,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/planning-solutions/plan-the-vehicle,Planning Solution Need State 1 of 4 - Plan the vehicle,Need State,#N/A,Planning solutions,Plan the vehicle,,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/planning-solutions/plan-the-market,Planning Solution Need State 2 of 4 - Plan the Market,Need State,Manual,Planning solutions,Plan the market,,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/planning-solutions/business-opp-targeting,Planning Solution Need State 3 of 4- Business opp targeting,Need State,Manual,Planning solutions,Target business opportunities,,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/planning-solutions/manage-the-supply-chain,Planning Solution Need State 4 of 4 - Manage the supply chain,Need State,Manual,Planning solutions,Manage the supply chain,,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/sales-solutions/assess-and-react-to-the-market,Sales Solution Need State 1 of 5 - Assess and react to the market,Need State,Manual,Sales solutions,Assess and react to the market,,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/sales-solutions/identify-the-right-customer,Sales Solution Need State 2 of 5 - Identify the right customer,Need State,#N/A,Sales solutions,Find the right customers,,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/sales-solutions/inform-and-activate-right-offer,Sales Solution Need State 3 of 5 - Inform and activate the right offer,Need State,Manual,Sales solutions,Inform and activate the right offer,,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/sales-solutions/maximize-marketing-roi,Sales Solution Need State 4 of 5 - Maximize marketing ROI,Need State,Manual,Sales solutions,Maximize marketing ROI,,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/sales-solutions/identify-vehicle-ownership-and-recall,Sales Solution Need State 5 of 5- Identify vehicle ownership and recall,Need State,Manual,Sales solutions,Identify vehicle ownership and recall,,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/planning-solutions,Planning Solutions overview,Overview,Manual,Planning solutions,"Manage the supply chain
Plan the market
Plan the vehicle
Target business opportunities",,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/sales-solutions,Sales Solutions overview,Overview,Manual,Sales solutions,"Assess and react to the market
Find the right customers
Identify vehicle ownership and recall
Inform and activate the right offer
Maximize marketing ROI",,,,,,,,,,,,,,,,,,,,,,
https://www.mobilityglobal.com/en-us/automotive-insights/podcasts,https://www.spglobal.com/mobility/en/podcasts/automotive.html,Podcast,Manual,Planning solutions|Sales solutions,,,,,,/Podcasts,,,Automotive Podcast Series,,,,,,,,/Audio / podcast,,,,,,
https://www.mobilityglobal.com/en-us/products/commercial-vehicle-insights,CVI,Product,Manual,Sales solutions,Assess and react to the market,"Benchmarking and market performance
Sales and marketing effectiveness","Fleet analysis
Registration and sales benchmarking",Analytics platform,Custom reporting,,,,,Historical data,Demand shifts,,,"Automotive OEMs
Automotive dealers and retailers
Commercial vehicles
Fleet management and leasing
Leasing / financial services","Aftermarket provider
Dealer / retailer
Fleet manager
Market analyst
Supply chain analyst",Explore and understand,,,,,North America,North America,"Canada
United States"
https://www.mobilityglobal.com/en-us/products/retail-transaction,https://www.marketscan.com/mdesking-landing-page/,Product,Do not migrate,Sales solutions,Inform and activate the right offer,Pricing and offer optimization,/Pricing analytics|/Incentive optimization|/Retail payment and affordability analysis,/Dealer platform,,,,,,,/Price pressure|/Incentive changes,,/New vehicles|/Used vehicles,/Automotive dealers and retailers|/Automotive OEMs,/Dealer / retailer|/OEM strategist,/Activate and execute,,/Workflow tool,,/Market Scan,North America,North America,United States
https://www.mobilityglobal.com/en-us/products/retail-transaction,https://www.marketscan.com/mdesking-landing-page-2/,Product,Do not migrate,Sales solutions,Inform and activate the right offer,Pricing and offer optimization,/Pricing analytics|/Incentive optimization|/Retail payment and affordability analysis,/Dealer platform,,,,,,,/Price pressure|/Incentive changes,,/New vehicles|/Used vehicles,/Automotive dealers and retailers|/Automotive OEMs,/Dealer / retailer|/OEM strategist,/Activate and execute,,/Workflow tool,,/Market Scan,North America,North America,United States
https://www.mobilityglobal.com/en-us/products/retail-transaction,https://www.marketscan.com/mdesking-landing-page-fundable/,Product,Do not migrate,Sales solutions,Inform and activate the right offer,Pricing and offer optimization,/Pricing analytics|/Incentive optimization|/Retail payment and affordability analysis,/Dealer platform,,,,,,,/Price pressure|/Incentive changes,,/New vehicles|/Used vehicles,/Automotive dealers and retailers|/Automotive OEMs,/Dealer / retailer|/OEM strategist,/Activate and execute,,/Workflow tool,,/Market Scan,North America,North America,United States
https://www.mobilityglobal.com/en-us/products/retail-transaction,https://www.marketscan.com/mscanapi-landing-page/,Product,Do not migrate,Sales solutions,Inform and activate the right offer,Pricing and offer optimization,/Pricing analytics|/Incentive optimization|/Retail payment and affordability analysis,/Dealer platform,,,,,,,/Incentive changes,,/New vehicles|/Used vehicles,/Automotive dealers and retailers|/Automotive OEMs,/Dealer / retailer|/OEM strategist,/Activate and execute,,/API delivered asset,,/Market Scan,North America,North America,United States
https://www.mobilityglobal.com/en-us/products/retail-benchmarking,https://www.marketscan.com/mscope-landing-page/,Product,Do not migrate,Sales solutions,Asses and react to the market,Benchmarking and market performance,/Market trend and performance analysis|/Competitive benchmarking,/Analytics platform,,,,,,,/Demand shifts|/Price pressure,,/New vehicles|/Used vehicles,/Automotive dealers and retailers,/Dealer / retailer,/Diagnose and compare,,/Dashboard module,,/Market Scan,North America,North America,United States
https://www.mobilityglobal.com/en-us/products/retail-price-data-enrichment,New product page,Product,Manual,Sales solutions,Inform and activate the right offer,Pricing and offer optimization,/Pricing analytics|/Incentive optimization|/Retail payment and affordability analysis,,,,,,,,,,/New vehicles|/Used vehicles,/Automotive dealers and retailers|/Automotive OEMs,,"/Diagnose and compare
/Activate and execute",,,,/Market Scan,North America,North America,United States
https://www.mobilityglobal.com/en-us/industry/dealers,https://www.marketscan.com/solutions/dealers,Product,0,Sales solutions,Asses and react to the market|Find the right customers|Inform and activate the right offer,Sales and marketing effectiveness|Pricing and offer optimization|Consumer and audience intelligence,/Pricing analytics|/Incentive optimization|/Dealer and retail network analysis|/Retail payment and affordability analysis,/Dealer platform,,,,,,,/Price pressure|/Incentive changes,,/New vehicles|/Used vehicles,/Automotive dealers and retailers,/Dealer / retailer,/Activate and execute|/Monitor and optimize,,/Workflow tool,,/Market Scan,North America,North America,United States
https://www.mobilityglobal.com/en-us/campaign/automotive-scenario-planning,https://www.spglobal.com/automotive-insights/en/automotive-scenario-planning,Product,0,Planning solutions,Plan the market,Forecasting and planning,/Scenario planning,,Strategic advisory,,,,,,,,,/Automotive OEMs,/OEM strategist|/Product planner,/Plan and forecast,,/Forecast model,,/Polk Automotive Solutions,,,
https://www.mobilityglobal.com/en-us/campaign/fast-automotive-market-forecasting,https://www.spglobal.com/automotive-insights/en/fast-automotive-market-forecasting,Product,Automatic,Planning solutions,Plan the market|Target business opportunities,Forecasting and planning,/Market and sales forecasting|/Production forecasting|/Scenario planning,/Analytics platform,,,,,,,/Demand shifts,,/Light vehicles|/Commercial vehicles,/Automotive OEMs,/OEM strategist|/Product planner,/Plan and forecast,,/Dashboard module,,/Polk Automotive Solutions,,,
https://www.mobilityglobal.com/en-us/products/auto-insurance-shopper-insights,https://www.spglobal.com/mobility/en/products/auto-insurance-shopper-insights.html,Product,Manual,Sales solutions,Find the right customers,Consumer and audience intelligence,/Audience targeting and prospects|/Consumer insights,,,,,,,,,,,,/Leasing / financial services|/Insurance analyst / underwriter,/Activate and execute,,/Dataset,,/Polk Automotive Solutions,,,
https://www.mobilityglobal.com/en-us/products/commercial-vehicle-insight-analytical-prospecting-tool,https://www.spglobal.com/mobility/en/products/commercial-vehicle-insight-analytical-prospecting-tool.html,Product,Manual,Sales solutions,Find the right customers,Sales and marketing effectiveness,/Audience targeting and prospects,,Marketing services,,,,,,,,/Commercial vehicles|/Heavy-duty trucks,/Automotive dealers and retailers,/Dealer / retailer,/Activate and execute,,/Query tool,,/Polk Automotive Solutions,,,
https://www.mobilityglobal.com/en-us/products/market-scan/market-impact,Market Impact,Product,Manual,Sales solutions,Assess and react to the market,"Loyalty
Sales and marketing effectiveness","Consumer insights
Registration and sales benchmarking
Share and mix analysis",,Custom reporting,North America,North America,United States,,,,,Demand shifts,,"Automotive OEMs
Automotive dealers and retailers
Dealer / retailer
Light vehicles",Monitor and optimize,,Visualization,,Polk Automotive Solutions,,,
https://www.mobilityglobal.com/en-us/products/automotive-planning-forecasting,https://www.spglobal.com/mobility/en/products/automotive-planning-forecasting.html,Product,Automatic,Planning solutions,"Plan the market
Plan the vehicle
Target business opportunities","Forecasting and planning
Technology and electrification intelligence","Autonomous and connected vehicle analysis
Component forecasts
EV and electrification forecasting
Feature and component benchmarking
Fleet analysis
Market and sales forecasting
Market demand modeling
Powertrain and propulsion forecasting
Production forecasting
Technology and feature forecasting
Vehicle parts fitment and planning",Analytics platform,"Compliance advisory
Strategic advisory",,,,,"Automotive consumer demand
Automotive industry forecast and analysis
Automotive parts and components
Automotive supply chain risk management
Autonomous vehicles and ADAS
Connected cars and vehicles
EV adoption
Regulations and compliance
Software defined vehicles (SDV)
Vehicle production forecasts","Automotive industry forecast and analysis
Commercial vehicle market
Electric vehicle industry
Future of mobility
Scenario planning insights
Software-defined vehicles",,,"Automotive OEMs
Autonomous vehicles (AVs)
Business development
Commercial vehicles
Electric vehicles (EVs)
Fleet / rental
Fleet management and leasing
Heavy-duty trucks
Hybrid vehicles
Internal combustion engine vehicles (ICE)
Light vehicles
OEM strategist
Product planner",,Plan and forecast,,Forecast model,,,,,
https://www.mobilityglobal.com/en-us/products/automotive-light-vehicle-electric-propulsion-forecasts,https://www.spglobal.com/mobility/en/products/automotive-light-vehicle-electric-propulsion-forecasts.html,Product,Manual,Planning solutions,"Plan the market
Plan the vehicle
Target business opportunities","Benchmarking and market performance
Forecasting and planning
Technology and electrification intelligence","EV and electrification forecasting
Feature and component benchmarking
Powertrain and propulsion forecasting
Production forecasting
Supplier and component analysis
Technology and feature forecasting",Analytics platform,Custom reporting,,,,,"Automotive parts and components
Automotive supply chain disruption and resilience
Automotive supply chain risk management
Competitive landscape
Global automotive markets
Market volatility trends
Vehicle production forecasts","Automotive industry forecast and analysis
Automotive supply chain
Electric vehicle industry",,,"Automotive OEMs
Automotive aftermarket
Automotive suppliers and supply chain
Business development
Competitive intelligence
Electric vehicles (EVs)
Hybrid vehicles
Internal combustion engine vehicles (ICE)
Light vehicles
OEM strategist
Product planner
Technical specialists",,Plan and forecast,,Forecast model,,,,,
https://www.mobilityglobal.com/en-us/products/automotive-light-vehicle-engine-forecasts,https://www.spglobal.com/mobility/en/products/automotive-light-vehicle-engine-forecasts.html,Product,Manual,Planning solutions,"Plan the market
Plan the vehicle
Target business opportunities","Benchmarking and market performance
Forecasting and planning
Technology and electrification intelligence","EV and electrification forecasting
Feature and component benchmarking
Powertrain and propulsion forecasting
Production forecasting
Supplier and component analysis
Technology and feature forecasting",Analytics platform,Custom reporting,,,,,"Automotive parts and components
Automotive supply chain disruption and resilience
Automotive supply chain risk management
Competitive landscape
Global automotive markets
Market volatility trends
Vehicle production forecasts","Automotive industry forecast and analysis
Automotive supply chain
Electric vehicle industry",,,"Automotive OEMs
Automotive aftermarket
Automotive suppliers and supply chain
Business development
Competitive intelligence
Electric vehicles (EVs)
Hybrid vehicles
Internal combustion engine vehicles (ICE)
Light vehicles
OEM strategist
Product planner
Technical specialists",,Plan and forecast,,Forecast model,,,,,
https://www.mobilityglobal.com/en-us/products/automotive-loyalty-conquest-analytics,https://www.spglobal.com/mobility/en/products/automotive-loyalty-conquest-analytics.html,Product,Manual,Sales solutions,"Find the right customers
Inform and activate the right offer
Maximize marketing ROI",Loyalty,"Customer loyalty and retention analysis
Identify missed opportunities",Analytics platform,Custom reporting,,,,,"Competitive landscape
Consumer behavior insights
Dealer and retail trends
Demographic trends
Loyalty
Market segmentation insights",Automotive consumer trends,,,"Automotive OEMs
Automotive aftermarket
Automotive dealers and retailers
Dealer / retailer
Leasing / financial services
Light vehicles",,Monitor and optimize,,Dashboard module,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/products/demand,https://www.spglobal.com/mobility/en/products/demand.html,Product,Manual,Planning solutions,"Manage the supply chain
Plan the market
Plan the vehicle
Target business opportunities","Benchmarking and market performance
Forecasting and planning
Vehicle lifecycle and aftermarket intelligence","Credit and lending trends
Market demand modeling
Market trend and performance analysis
Registration and sales benchmarking
Registration data intelligence",Analytics platform,Custom reporting,,,,,"Automotive consumer demand
Competitive landscape
Demographic trends
EV adoption
Global automotive markets
Market segmentation insights
Market volatility trends",Automotive industry forecast and analysis,,,"Automotive OEMs
Automotive aftermarket
Automotive financial services and investors
Automotive suppliers and supply chain
Business development
Electric vehicles (EVs)
Hybrid vehicles
Leasing / financial services
Light vehicles
New vehicles
Product planner
Used vehicles",,Explore and understand,,Dataset,,,,,
https://www.mobilityglobal.com/en-us/products/fleet-audiences,https://www.spglobal.com/mobility/en/products/fleet-audiences.html,Product,Manual,Sales solutions,"Assess and react to the market
Find the right customers","Consumer and audience intelligence
Sales and marketing effectiveness","Vehicle identification
Vehicle in use analysis",Analytics platform,Custom reporting,,,,,Consumer behavior insights,Commercial vehicle market,,,"Commercial vehicles
Fleet management and leasing",,Monitor and optimize,,Dataset,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/products/light-vehicle-sales-forecasts,https://www.spglobal.com/mobility/en/products/light-vehicle-sales-forecasts.html,Product,Manual,Planning solutions,"Manage the supply chain
Plan the market
Plan the vehicle
Target business opportunities","Benchmarking and market performance
Forecasting and planning","Competitive benchmarking
Market and sales forecasting
Market demand modeling
Market trend and performance analysis
Registration and sales benchmarking
Scenario planning",Analytics platform,Custom reporting,,,,,"Automotive consumer demand
Automotive industry forecast and analysis
Competitive landscape
Consumer behavior insights
EV adoption
Global automotive markets
Market segmentation insights
Market volatility trends","Automotive industry forecast and analysis
Plan the market
Target business opportunities",,,"Automotive OEMs
Automotive aftermarket
Automotive financial services and investors
Automotive suppliers and supply chain
Business development
Competitive intelligence
Electric vehicles (EVs)
Hybrid vehicles
Internal combustion engine vehicles (ICE)
Leasing / financial services
Light vehicles
OEM strategist
Product planner
Used vehicles",,Plan and forecast,,Forecast model,,,,,
https://www.mobilityglobal.com/en-us/products/auto-credit-insight,https://www.spglobal.com/mobility/en/products/autocreditinsight.html,Product,Manual,Sales solutions,Inform and activate the right offer,Pricing and offer optimization,"Audience targeting and prospects
Credit and lending trends
Customer loyalty and retention analysis
Market trend and performance analysis
Retail payment and affordability analysis",Analytics platform,Custom reporting,,,,,Automotive consumer demand,Automotive consumer trends,,,"Automotive OEMs
Automotive dealers and retailers
Automotive financial services and investors
Leasing / financial services
Light vehicles
New vehicles
Used vehicles",,Monitor and optimize,,Query tool,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/products/auto-intelligence-suite,https://www.spglobal.com/mobility/en/products/autointelligence-suite.html,Product,Manual,Planning solutions,"Plan the market
Target business opportunities","Benchmarking and market performance
Forecasting and planning
Technology and electrification intelligence","Market trend and performance analysis
Supplier and component analysis",Analytics platform,Custom reporting,,,,,"Automotive circular economy
Automotive industry forecast and analysis
Automotive parts and components
Automotive semiconductors
Automotive supply chain disruption and resilience
Automotive supply chain risk management
Automotive sustainability and ESG
Automotive tariffs and trade policy
Autonomous vehicles and ADAS
CO2 and fuel economy modeling
Competitive landscape
Connected cars and vehicles
Demographic trends
EV adoption
EV battery technology
EV charging infrastructure
Fraud and risk prevention
Global automotive markets
Market volatility trends
Mobility business models (Subscription, MaaS)
Regulations and compliance
Software defined vehicles (SDV)
Vehicle production forecasts
Vehicle recalls and safety
Vehicle residual value and lifecycle impact","Automotive consumer trends
Automotive industry forecast and analysis
Automotive supply chain
Automotive sustainability
Automotive tariffs
Commercial vehicle market
EV battery technology
Electric vehicle industry
Future of mobility
Scenario planning insights
Software-defined vehicles
Supply chain resilience",,,"Aftermarket provider
Automotive OEMs
Automotive advertising and media
Automotive aftermarket
Automotive dealers and retailers
Automotive financial services and investors
Automotive insurance and risk management
Automotive suppliers and supply chain
Autonomous vehicles (AVs)
Business development
Commercial due diligence
Commercial vehicles
Competitive intelligence
Dealer / retailer
Electric vehicles (EVs)
Energy, utilities and charging infrastructure
Fleet / rental
Fleet management and leasing
Fleet manager
Government / policy maker
Government and regulators
Heavy-duty trucks
Hybrid vehicles
Insurance analyst / underwriter
Internal combustion engine vehicles (ICE)
Leasing / financial services
Light vehicles
Market analyst
Marketing and media agencies
Motorcycles and powersports
New vehicles
OEM strategist
Other
Performance vehicles
Procurement
Product planner
Sector and company analysts
Specialty vehicles
Supply chain analyst
Technical specialists
Technology and mobility providers
Used vehicles",,Explore and understand,,Query tool,,,"ASEAN
Central Europe
East Europe
Greater China
Indian Subcontinent
Japan/Korea
Middle East/Africa
North America
Oceania
South America
West Europe","Europe
Greater China
Japan/Korea
Middle East/Africa
North America
South America
South Asia",
https://www.mobilityglobal.com/en-us/products/automotive-carbon-accounting,https://www.spglobal.com/mobility/en/products/automotive-carbon-accounting.html,Product,Manual,Planning solutions,"Manage the supply chain
Plan the market
Plan the vehicle
Target business opportunities",Benchmarking and market performance,"Compliance verification
Sustainability and ESG analytics
Vehicle in use analysis",Analytics platform,"Compliance advisory
Custom reporting",,,,,"Automotive sustainability and ESG
CO2 and fuel economy modeling",Automotive sustainability,,,"Automotive OEMs
Automotive aftermarket
Automotive financial services and investors
Automotive suppliers and supply chain
Commercial vehicles
Competitive intelligence
Electric vehicles (EVs)
Hybrid vehicles
Internal combustion engine vehicles (ICE)
Light vehicles
OEM strategist
Product planner
Used vehicles",,Explore and understand,,Dataset,,,,,
https://www.mobilityglobal.com/en-us/products/automotive-class-action-and-litigation-service,https://www.spglobal.com/mobility/en/products/automotive-class-action-and-litigation-service.html,Product,Manual,Sales solutions,Identify vehicle ownership and recall,"Consumer and audience intelligence
Risk and compliance management","Class action notification
Registration data intelligence
Vehicle in use analysis",Analytics platform,Custom reporting,,,,,"Regulations and compliance
Vehicle recalls and safety",Automotive consumer trends,,,Other,,Explore and understand,,Dataset,,,North America,North America,United States
https://www.mobilityglobal.com/en-us/products/automotive-consulting-services,https://www.spglobal.com/mobility/en/products/automotive-consulting-services.html,Product,Manual,Planning solutions,"Manage the supply chain
Plan the market
Plan the vehicle
Target business opportunities","Benchmarking and market performance
Consumer and audience intelligence
Forecasting and planning
Risk and compliance management
Technology and electrification intelligence
Vehicle lifecycle and aftermarket intelligence","Competitive benchmarking
Component forecasts
EV and electrification forecasting
Feature and component benchmarking
Market and sales forecasting
Market demand modeling
Market trend and performance analysis
Powertrain and propulsion forecasting
Production forecasting
Registration and sales benchmarking
Registration data intelligence
Scenario planning
Supplier and component analysis
Sustainability and ESG analytics
Technology and feature forecasting",Analytics platform,Custom reporting,,,,,"Automotive consumer demand
Automotive industry forecast and analysis
Automotive parts and components
Automotive semiconductors
Automotive supply chain disruption and resilience
Automotive supply chain risk management
Automotive sustainability and ESG
Automotive tariffs and trade policy
Autonomous vehicles and ADAS
CO2 and fuel economy modeling
Competitive landscape
Connected cars and vehicles
Demographic trends
EV adoption
EV battery technology
EV charging infrastructure
Global automotive markets
Market segmentation insights
Market volatility trends
Regulations and compliance
Software defined vehicles (SDV)
Vehicle production forecasts","Automotive industry forecast and analysis
Automotive supply chain
Automotive sustainability
Automotive tariffs
Commercial vehicle market
EV battery technology
Electric vehicle industry
Future of mobility
Scenario planning insights
Software-defined vehicles
Supply chain resilience",,,"Aftermarket provider
Automotive OEMs
Automotive aftermarket
Automotive financial services and investors
Automotive suppliers and supply chain
Business development
Commercial vehicles
Competitive intelligence
Electric vehicles (EVs)
Heavy-duty trucks
Hybrid vehicles
Internal combustion engine vehicles (ICE)
Light vehicles
OEM strategist
Procurement
Product planner
Supply chain analyst
Technical specialists
Technology and mobility providers
Used vehicles",,Plan and forecast,,Dataset,,,,,
https://www.mobilityglobal.com/en-us/products/automotive-consumer-insights,https://www.spglobal.com/mobility/en/products/automotive-consumer-insights.html,Product,Manual,Planning solutions,"Plan the vehicle
Target business opportunities",Consumer and audience intelligence,Consumer insights,,Strategic advisory,,,,,"Automotive consumer demand
Autonomous vehicles and ADAS
Connected cars and vehicles
Consumer behavior insights
EV adoption","Automotive consumer trends
Future of mobility",,,"Autonomous vehicles (AVs)
Electric vehicles (EVs)
Hybrid vehicles
Internal combustion engine vehicles (ICE)
Light vehicles
OEM strategist
Product planner",,Explore and understand,,,,,"ASEAN
Greater China
Indian Subcontinent
Japan/Korea
North America
South America
West Europe","Europe
Greater China
Japan/Korea
North America
South America
South Asia","Brazil
Germany
India
Japan
Mainland China
South Korea
Thailand
United Kingdom
United States"
https://www.mobilityglobal.com/en-us/products/automotive-market-data-analysis,https://www.spglobal.com/mobility/en/products/automotive-market-data-analysis.html,Product,Manual,Planning solutions,"Manage the supply chain
Plan the market
Plan the vehicle
Target business opportunities","Benchmarking and market performance
Forecasting and planning","Competitive benchmarking
Market and sales forecasting
Market demand modeling
Market trend and performance analysis
Registration and sales benchmarking
Registration data intelligence
Vehicle in use analysis",Analytics platform,Custom reporting,,,,,"Automotive consumer demand
Competitive landscape
